field_index,source_node_id,jax_potential_V,elmer_potential_V,elmer_minus_jax_V
263,1437,1.26142841598772371e-01,1.26142841767687280e-01,1.68914909837170057e-10
264,1438,1.20831492552488359e-01,1.20831492620418743e-01,6.79303835404709844e-11
265,1439,1.15542945134443562e-01,1.15542945066944180e-01,-6.74993810845236908e-11
266,1440,1.10199480382144499e-01,1.10199480235122105e-01,-1.47022394259010980e-10
267,1441,1.04890166354966466e-01,1.04890166217189634e-01,-1.37776831610203487e-10
268,1442,9.95709955641226330e-02,9.95709954236858735e-02,-1.40436759443751669e-10
269,1443,9.42552239634287109e-02,9.42552238023695449e-02,-1.61059166003951759e-10
270,1444,8.89550846525838795e-02,8.89550845283151315e-02,-1.24268748069589208e-10
271,1445,8.36362262784861588e-02,8.36362262351019459e-02,-4.33842128888528578e-11
272,1446,7.83246408729653260e-02,7.83246408557852214e-02,-1.71801045611985614e-11
273,1447,7.30328730761137246e-02,7.30328730680704086e-02,-8.04331601322871848e-12
274,1448,6.77185041168345409e-02,6.77185041591493037e-02,4.23147628048070601e-11
275,1449,6.24030641010377071e-02,6.24030641775603426e-02,7.65226354504378037e-11
276,1450,5.71003174049179163e-02,5.71003174633700900e-02,5.84521736568532901e-11
277,1451,5.17953503275762409e-02,5.17953503140221316e-02,-1.35541092238788963e-11
278,1452,4.65069277328476402e-02,4.65069276444102439e-02,-8.84373962950490977e-11
279,1453,4.12290206795214026e-02,4.12290206370355475e-02,-4.24858551117957006e-11
280,1454,3.59441833084120851e-02,3.59441833703060543e-02,6.18939691165998340e-11
281,1455,3.06644626361931988e-02,3.06644627867030395e-02,1.50509840701751330e-10
282,1456,2.54703244773838919e-02,2.54703246197645235e-02,1.42380631590333095e-10
283,1457,2.02954302212463127e-02,2.02954302857428215e-02,6.44965088281157506e-11
284,1458,1.52360449703789896e-02,1.52360449352016199e-02,-3.51773696977142336e-11
285,1459,1.02573145957090949e-02,1.02573145194753378e-02,-7.62337571541538139e-11
286,1460,5.57519420963807112e-03,5.57519414040009553e-03,-6.92379755959371401e-11
287,1461,1.81632694724787264e-03,1.81632691467884248e-03,-3.25690301550968231e-11
288,1462,6.88168705596958086e-01,6.88168705598703245e-01,1.74515957240828357e-12
289,1463,6.88277511935949882e-01,6.88277511934691555e-01,-1.25832677611015242e-12
290,1464,6.88243173809161890e-01,6.88243173804624631e-01,-4.53725945703808975e-12
291,1465,6.88226235416482757e-01,6.88226235406148246e-01,-1.03345110247232697e-11
292,1466,6.88130131581782045e-01,6.88130131590345417e-01,8.56337223353875743e-12
293,1467,6.87938558639207831e-01,6.87938558632975927e-01,-6.23190388182592869e-12
294,1468,6.87128869950543120e-01,6.87128869939339082e-01,-1.12040376976096923e-11
295,1469,6.81982800371426334e-01,6.81982800370246833e-01,-1.17950094136176631e-12
296,1470,6.74933908308432251e-01,6.74933908271093341e-01,-3.73389097418908023e-11
297,1471,6.67151682537160950e-01,6.67151682505145782e-01,-3.20151682942082516e-11
298,1472,6.59183243743432623e-01,6.59183243721608858e-01,-2.18237650173591646e-11
299,1473,6.51208670983972948e-01,6.51208670958364322e-01,-2.56086263306087858e-11
300,1474,6.43282191836041295e-01,6.43282191804231518e-01,-3.18097770346525976e-11
301,1475,6.35382700376701637e-01,6.35382700358312236e-01,-1.83894011129837054e-11
302,1476,6.27423271707532981e-01,6.27423271680140338e-01,-2.73926437088789498e-11
303,1477,6.19528773473514205e-01,6.19528773446852199e-01,-2.66620059363731343e-11
304,1478,6.11616169467401050e-01,6.11616169454083702e-01,-1.33173472249836777e-11
305,1479,6.03724239944767871e-01,6.03724239926958117e-01,-1.78097536718269112e-11
306,1480,5.95812999075492233e-01,5.95812999110947872e-01,3.54556384252191492e-11
307,1481,5.87904076601421521e-01,5.87904076634514161e-01,3.30926397396069660e-11
308,1482,5.80016401197869791e-01,5.80016401251108649e-01,5.32388577667575191e-11
309,1483,5.72080165230953397e-01,5.72080165295508980e-01,6.45555831013666648e-11
310,1484,5.64239135708613615e-01,5.64239135773929812e-01,6.53161968955373595e-11
311,1485,5.56300714214519765e-01,5.56300714254190809e-01,3.96710442274184061e-11
312,1486,5.48421218585912529e-01,5.48421218604313809e-01,1.84012804993471946e-11
313,1487,5.40495161239243793e-01,5.40495161255602152e-01,1.63583591117344440e-11
314,1488,5.32617528684144470e-01,5.32617528675463303e-01,-8.68116689645148654e-12
315,1489,5.16747237698594430e-01,5.16747237625507783e-01,-7.30866478448888302e-11
316,1490,5.08708017285741443e-01,5.08708017207436969e-01,-7.83044740160221409e-11
317,1491,5.00757249165492468e-01,5.00757249079622935e-01,-8.58695337058179575e-11
318,1492,4.92757507061319378e-01,4.92757506985264881e-01,-7.60544960343167986e-11
319,1493,4.84802934980572253e-01,4.84802934930794682e-01,-4.97775709540348998e-11
320,1494,4.76849061042110667e-01,4.76849061004054608e-01,-3.80560583046474221e-11
321,1495,4.68868147194550222e-01,4.68868147162782967e-01,-3.17672554928094542e-11
322,1496,4.60879698019292960e-01,4.60879697994039328e-01,-2.52536325184848920e-11
323,1497,4.52915277457258514e-01,4.52915277465480437e-01,8.22192314231529053e-12
324,1498,4.44903802648174918e-01,4.44903802700298057e-01,5.21231391381604681e-11
325,1499,4.36899305877084088e-01,4.36899305961753082e-01,8.46689940381395445e-11
326,1500,4.28960871377215502e-01,4.28960871469430072e-01,9.22145693138531897e-11
327,1501,4.20991696749326128e-01,4.20991696859719655e-01,1.10393527652519197e-10
328,1502,4.12975035473942820e-01,4.12975035577351990e-01,1.03409170115753568e-10
329,1503,4.05019441865207830e-01,4.05019441968890948e-01,1.03683117647079825e-10
330,1504,3.97044193568549919e-01,3.97044193650011035e-01,8.14611156307876172e-11
